""	"GO"	"12"	"13"	"14"	"15"	"23"	"24"	"25"	"34"	"35"	"45"
"1"	"amino acid transport"	"0.00931048958333342"	"-0.328562433333333"	"-0.166366921875"	"-0.191946484375"	"-0.328669571428571"	"-0.178843233333333"	"-0.190313733333333"	"0.1561598"	"0.125939866666667"	"-0.0255795625"
"2"	"ATPase activity"	"0.0835327967032966"	"-0.17700303442029"	"-0.223418248106061"	"-0.462030854609929"	"-0.23746869047619"	"-0.285189205128205"	"-0.432567240963855"	"-0.0160792530120482"	"-0.180791965116279"	"-0.259554534883721"
"3"	"biological_process"	"-0.0193621856060606"	"-0.0592419173155358"	"-0.0316538059484947"	"0.00342983492569001"	"-0.0456955494117647"	"-0.00435772632794457"	"0.0262637052868392"	"0.0399466594036697"	"0.0660270744920993"	"0.0441030847084708"
"4"	"carbohydrate metabolic process"	"0.0774942180555555"	"0.0819225639999999"	"0.0269814652777778"	"-0.0426954593495936"	"0.0444583771929825"	"-0.0243539909090909"	"-0.0917311607142857"	"-0.0569805294117647"	"-0.127298169354839"	"-0.0410468034188034"
"5"	"carbohydrate transport"	"-0.10169696031746"	"-0.142481307017544"	"0.0254668333333332"	"-0.236157261904762"	"-0.0732428333333334"	"0.15029525"	"-0.11881195"	"0.114863473684211"	"-0.166451631578947"	"-0.261624095238095"
"6"	"cell budding"	"-0.00875634895833342"	"0.0139910808080808"	"-0.0591147187499999"	"-0.117835759803922"	"0.0972868666666666"	"0.049555275862069"	"-0.106320903225806"	"0.00712470000000001"	"-0.112165875"	"0.00375264516129033"
"7"	"cell cortex"	"-0.0746984382022473"	"0.080038345381526"	"-0.0177643115079366"	"-0.176138855805244"	"0.167442392405063"	"0.0638644375"	"-0.141307654761905"	"-0.0941526455696202"	"-0.266277365853659"	"-0.178633289156627"
"8"	"cell morphogenesis"	"0.13986269047619"	"0.0514183444444444"	"-0.0799422023809524"	"0.321264077777778"	"-0.117967357142857"	"-0.263450076923077"	"0.146729071428571"	"-0.0955684285714286"	"0.269845733333333"	"0.383699357142857"
"9"	"cell wall"	"-0.0810852985074626"	"0.0667910671641792"	"-0.100658855072464"	"-0.046972356060606"	"0.171739349206349"	"0.00275115384615385"	"0.0425611428571429"	"-0.120955151515152"	"-0.11353940625"	"0.0415989384615385"
"10"	"cell wall organization or biogenesis"	"-0.057638529810298"	"0.0523433767507004"	"0.00680229781420774"	"-0.088629960704607"	"0.127432938053097"	"0.0743160086206897"	"-0.0505380512820513"	"-0.0214955862068965"	"-0.147156675213675"	"-0.113458798319328"
"11"	"cellular amino acid metabolic process"	"-0.0206589922480621"	"-0.150188476744186"	"-0.0978067647058824"	"-0.281696319607843"	"-0.102202780487805"	"-0.0539851728395062"	"-0.22222315"	"0.0541678214285714"	"-0.152414214285714"	"-0.116431614457831"
"12"	"cellular bud"	"-0.122141782051282"	"0.0120610326086957"	"-0.0471638872549019"	"-0.0426425586206896"	"0.182752348837209"	"0.107418283464567"	"0.0728653014705883"	"-0.0618106046511628"	"-0.0438895367647059"	"-0.0173237037037037"
"13"	"cellular ion homeostasis"	"-0.103041713675214"	"-0.296778815315315"	"-0.0199171014492755"	"-0.106100730046948"	"-0.247244442857143"	"0.0556673538461538"	"0.0136131791044776"	"0.189184074626866"	"0.24134775"	"-0.139597707692308"
"14"	"cellular respiration"	"0.218167843971631"	"-0.39352853"	"-0.0248703707482992"	"-0.127546379166667"	"-0.520815404255319"	"-0.188104088888889"	"-0.254541973684211"	"0.356688"	"0.062906475"	"-0.163017205128205"
"15"	"cellular response to DNA damage stimulus"	"-0.05592088510101"	"-0.219837275689223"	"-0.276935727150538"	"-0.677123135198135"	"-0.15616662184874"	"-0.173543351851852"	"-0.639307664"	"0.0106725128205128"	"-0.3672432890625"	"-0.413053411764706"
"16"	"cellular_component"	"-0.0110715284552845"	"-0.0662469282282282"	"-0.017625193107546"	"-0.0406024833615341"	"-0.0476094759152216"	"0.00203421606118547"	"-0.0331373786231884"	"0.063662484962406"	"0.0391329780621572"	"-0.00501711849192101"
"17"	"chromatin binding"	"-0.0788663803418804"	"-0.225627455284553"	"-0.149214395833333"	"-0.772498825203252"	"-0.0951765"	"0.0574360571428572"	"-0.630357486486486"	"0.178597157894737"	"-0.455264487179487"	"-0.676398135135135"
"18"	"chromatin organization"	"-0.0556595"	"-0.0937383187919463"	"-0.112795585131895"	"-0.555858055194805"	"-0.0206313333333333"	"-0.0171235076923077"	"-0.483991891156463"	"-0.0119149925925926"	"-0.423029828767123"	"-0.421833197080292"
"19"	"chromosome"	"-0.0114172743902439"	"-0.194263271367521"	"-0.122034529801325"	"-0.63045288989899"	"-0.149019959459459"	"-0.0580447708333333"	"-0.608569512820513"	"0.112757570422535"	"-0.37167842"	"-0.549023041666667"
"20"	"chromosome segregation"	"-0.0548743490990992"	"-0.165755807511737"	"-0.0885332083333334"	"-0.640215884615385"	"-0.0485812615384615"	"0.0131043538461538"	"-0.572172057142857"	"0.0773246"	"-0.286894441176471"	"-0.462565985507246"
"21"	"cofactor metabolic process"	"-0.0449618278388279"	"-0.0975728025362319"	"-0.0607409329501915"	"-0.119445633333333"	"0.0185120119047619"	"0.0231227875"	"-0.0332653902439024"	"0.0396557764705882"	"-0.086797275862069"	"-0.0123289878048781"
